"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"W6XXD4EE","journalArticle","2011","Kientz, B.; Thabard, M.; Cragg, S.M.; Pope, J.; Hellio, C.","A new method for removing microflora from macroalgal surfaces: An important step for natural product discovery","Botanica Marina","","14374323 (ISSN)","10.1515/BOT.2011.053","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053621734&doi=10.1515%2fBOT.2011.053&partnerID=40&md5=4edf7d6b6f22ebc333a6abcedfcb4600","Numerous marine organisms, including macroalgae, produce bioactive compounds. As chemical extraction processes do not distinguish between compounds originating from the alga and its associated microflora, a key step immediately prior to isolation of molecules, is elimination of epibionts from the alga studied. In chemical, ecological and biotechnological contexts, a clear identification of the source organism, when symbiotic interactions occurs, is crucial. We aimed to improve understanding of specific secondary metabolite production by macroalgae through development of a metho-dology for removing microbial epibionts immediately prior to chemical extraction without damaging algal cell surfaces (to avoid extraction of endogenous macroalgal compounds at this stage). Various solutions were tested: non-polar solvents (dichloromethane and hexane), alcohols (methanol, ethanol and isopropanol), oxidants (sodium hypochlorite, hydrogen peroxide and iodine) and a natural product (tea tree oil) at various concentrations and contact times. Five macroalgal species were employed: Chondrus crispus, Fucus serratus, Palmaria palmata, Saccharina latissima and Ulva lactuca. Scanning electron microscopy was used to evaluate the surface integrity. The best epibiont removal rate without damaging tissue was obtained with mixtures of ethanol (40-50%) and sodium hypochlorite (1%). Interestingly, macroalgal moisture content influenced treatment efficacy.© 2011 by Walter de Gruyter Berlin Boston 2011.","2011","2024-02-08 14:53:48","2024-02-09 00:15:00","","457-469","","5","54","","Bot. Mar.","","","","","","","","English","","","Scopus","","","","","","","","algae; bioactivity; biological production; biotechnology; Chondrus; Chondrus crispus; epibiont; epibionts; ethanol; Fucus; Fucus serratus; Lactuca; macroalga; macroalgae; Melaleuca alternifolia; microflora; moisture content; natural product discovery; Palmaria palmata; plant extract; Saccharina latissima; scanning electron microscopy; secondary metabolite; surface disinfection; Ulva; Ulva lactuca; zot_refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8Y9UVRRV","journalArticle","1999","Heesch, S.; Peters, A.F.","Scanning electron microscopy observation of host entry by two brown algae endophytic in Laminaria saccharina (Laminariales, Phaeophyceae)","Phycological Research","","13220829 (ISSN)","10.1046/j.1440-1835.1999.00145.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032990533&doi=10.1046%2fj.1440-1835.1999.00145.x&partnerID=40&md5=911f4ec4f33cd9a4a9afdbd7eafe6d1b","The germination of spores of the endophytic brown algae Laminariocolax aecidioides and Laminarionema elsbetiae (Ectocarpales sensu lato) on their host Laminaria saccharina was studied using scanning electron microscopy. Zoids were the infective units in both taxa. Despite a large difference in size between spores of the species studied, the initial steps of infection were similar. Zoids settled on the host surface, and during secretion of adhesive material from their anterior end, the spores became elongated to rod-shaped and stood erect on the host. A single germ tube developed at the proximal end and penetrated the intact surface of the host. Sharp edges around the entrance hole and the absence of inward deformation of the host surface around the settled zoids suggest an enzymatic rather than a mechanical penetration mechanism.","1999","2024-02-08 14:53:48","2024-02-08 23:57:19","","1-5","","1","47","","Phycol. Res.","","","","","","","","English","","","Scopus","","","","Publisher: Blackwell Publishing","","","","algae; Bacteria (microorganisms); Disease; Ectocarpales; Endophyte; Eukaryota; Germination; Infection; Kelp; Laminaria; Laminaria saccharina; Laminariales; Laminariocolax aecidioides; Laminarionema elsbetiae; Phaeophyceae; Spore; Ultrastructure; Zoid; zot_refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JADQDHTV","journalArticle","2010","Cox, S.; Abu-Ghannam, N.; Gupta, S.","An assessment of the antioxidant and antimicrobial activity of six species of edible Irish seaweeds","International Food Research Journal","","19854668 (ISSN)","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77951753436&partnerID=40&md5=757b9f2d24051d397dff569be7f39f12","Six species of edible Irish seaweeds; Laminaria digitata, Laminaria saccharina, Himanthalia elongata, Palmaria palmata, Chondrus crispus and Enteromorpha spirulina were screened for potential bioactivity. Extraction of secondary metabolites was carried out using different solvents to determine antioxidant and antimicrobial properties of the dried extracts. The total phenolic contents of dried methanolic extracts were significantly different (p < 0.05). H. elongata exhibited highest phenolic content at 151.3 mg GAE/g of seaweed extract and also had the highest DPPH scavenging activity (p < 0.05) with a 50% inhibition (EC50) level at 0.125μg/ml of extract. H. elongata also had the highest total tannin and total flavonoid contents (p < 0.05) of 38.34 mg CE/g and 42.5 mg QE/g, respectively. Antimicrobial activity was determined using a microtitre method which allowed detection of bacterial growth inhibition at low levels. All methanolic seaweed extracts inhibited the food spoilage and food pathogenic bacteria tested; Listeria monocytogenes, Salmonella abony, Enterococcus faecalis and Pseudomonas aeruginosa, except C. crispus extracts. It was found that dried methanolic extracts of red and green seaweeds had significantly lower antimicrobial activity than the brown species; H. elongata had the highest antimicrobial activity with up to 100% inhibition. In the studied work, the antimicrobial activity of red and green seaweed extracts significantly increased when ethanol and acetone were used as extraction solvents (p < 0.05). Inhibition of E. faecalis with C. crispus extracts increased from 39.28 to 100% when ethanol and acetone were applied as solvents.","2010","2024-02-08 14:53:49","2024-02-09 00:25:21","","205-220","","1","17","","Int. Food Res. J.","","","","","","","","English","","","Scopus","","","","","","","","algae; Antimicrobial activity; Antioxidant activity; Bacteria (microorganisms); Brown algae; Chlorophyta; Chondrus; Chondrus crispus; Enterococcus faecalis; Green algae; Himanthalia elongata; Laminaria; Laminaria digitata; Listeria monocytogenes; Palmaria palmata; Phaeophyceae; Pseudomonas aeruginosa; Red algae; Rhodophyta; Saccharina latissima; Salmonella; Salmonella enterica subsp. enterica serovar Abony; Seaweeds; Spirulina; Ulva; zot_refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J8TKJ8US","journalArticle","1971","Oishi, K.; Oka, S.","Studies of Bacterial Growth on Kombu and of the Growth of Food Poisoning Bacteria Inoculated in Kombu Extract","NIPPON SUISAN GAKKAISHI","","00215392 (ISSN)","10.2331/suisan.37.976","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85008282587&doi=10.2331%2fsuisan.37.976&partnerID=40&md5=7a3865ef91e4eed9ce092e92ce205ed6","Kombu, a palatable seaweed belonging to Laminariaceae, has often been used as a seasoning material for soups or vegetables in authentic Japanese cookery. The soup is especially rich in nutrients for bacterial growth. Therefore studies on the food hygiene of kombu extract were undertaken. The growth of bacteria adhering to the surface of kombu was observed in an extract of the plant. © 1971, The Japanese Society of Fisheries Science. All rights reserved.","1971","2024-02-08 14:53:49","2024-02-08 23:56:36","","976-980","","10","37","","Nippon Suisan Gakkaishi Jpn. Ed.","","","","","","","","English","","","Scopus","","","","","","","","zot_refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8LYBTAKT","preprint","2023","Park, Jungsoo; Schenk, Siobhan; Davis, Katherine; Clark, Jennifer; Parfrey, Laura Wegener","Exploring the impact of microbial manipulation on the early development of kelp (Saccharina latissima) using an ecological core microbiome framework","","","","10.1101/2023.12.13.571495","https://www.biorxiv.org/content/10.1101/2023.12.13.571495v1","Kelp cultivation is a rapidly expanding economic sector, as kelp are valued for a wide range of commercial products and for restoration of kelp forest ecosystems. Microbes associated with kelp and other macroalgae play a critical role in processes such as nutrient exchange, chemical signaling, and defense against pathogens. Thus, manipulating the microbiome to enhance macroalgal growth and resilience is a promising, but largely untested, tool in sustainable kelp cultivation. The core microbiome hypothesis suggests that bacteria that are consistently found on a host (the core microbes) are likely to have a disproportionate impact on host biology, making them an attractive target for microbiome manipulation. Here, we surveyed wild Saccharina latissima and their surrounding environment to identify core bacterial taxa, compared to cultivated kelp, and experimentally tested the effect of cultured bacterial isolates on kelp development. We find that core bacteria are nearly absent in cultivated juvenile sporophytes in nurseries but eventually colonized after outplanting kelp to ocean farm sites. We find that bacterial inoculants can have both positive and negative effects on kelp development. In line with predictions from the core microbiome hypothesis, we find a positive correlation between the frequency of the bacterial genus in the wild and the bacterial effect on the number of sporophytes in kelp co-culture experiments. IMPORTANCE The core microbiome hypothesis suggests that symbiotic microorganisms consistently associated with hosts have functional effects on host biology and health. However, there is a lack of evidence to either support or refute this idea. This study surveys the distribution of bacteria on wild and cultivated kelp to identify the core microbiome and tests the ability of bacterial isolates cultured from the surface of wild kelp to influence kelp growth and development in laboratory microbial manipulation experiments. The frequency of bacterial genera on wild kelp was positively correlated with influence on kelp development in laboratory experiments, providing support for the core microbiome hypothesis.","2023-12-13","2024-02-08 14:54:40","2024-02-08 22:02:40","2024-02-08 14:54:40","","","","","","","","","","","","bioRxiv","","en","© 2023, Posted by Cold Spring Harbor Laboratory. This pre-print is available under a Creative Commons License (Attribution-NonCommercial-NoDerivs 4.0 International), CC BY-NC-ND 4.0, as described at http://creativecommons.org/licenses/by-nc-nd/4.0/","","","","bioRxiv","","Pages: 2023.12.13.571495 Section: New Results","","","","zot_refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S5I788QD","preprint","2023","Schenk, Siobhan; Wardrop, Connor Glen; Parfrey, Laura Wegener","Low salinity significantly alters the bacterial community of the marine foundation species Saccharina latissima (sugar kelp)","","","","10.1101/2023.12.07.570704","https://www.biorxiv.org/content/10.1101/2023.12.07.570704v1","As climate change progresses, the intensity and variability of freshwater outflow into the ocean is predicted to increase. The resulting increase in low salinity events will be a source of stress for Saccharina latissima (sugar kelp) and potentially Saccharina’s associated bacterial community. Bacteria are important to the health of their host because host-associated bacteria can facilitate or hinder host survival in stressful abiotic conditions. Therefore, understanding how bacteria change under abiotic stress is critical to our understanding of how host physiology will be affected by abiotic stress. In this study, sampled the bacterial community associated with Saccharina and the surrounding environment across two years of field sampling at four sites with contrasting salinity profiles around Vancouver, Canada during the 2021 and 2022 spring freshet (562 samples) coupled with salinity manipulation experiments in the lab repeated eight times in 2022, concurrently with field sampling (269 samples). Our illumina data show that salinity is a significant factor in shaping the overall bacterial community of Saccharina. We find significant increases in bacterial community diversity and paired with a significant reduction in the relative abundance of core bacteria in low salinity across lab and field data. Our findings suggest that host-filtering is significantly impaired in low salinity, raising questions surrounding how resilient some existing Saccharina populations may be to more intense and more variable freshwater influx.","2023-12-08","2024-02-08 14:54:52","2024-02-08 21:55:47","2024-02-08 14:54:52","","","","","","","","","","","","bioRxiv","","en","© 2023, Posted by Cold Spring Harbor Laboratory. This pre-print is available under a Creative Commons License (Attribution-NonCommercial-NoDerivs 4.0 International), CC BY-NC-ND 4.0, as described at http://creativecommons.org/licenses/by-nc-nd/4.0/","","","","bioRxiv","","Pages: 2023.12.07.570704 Section: New Results","","","","zot_refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HQP4WRM5","journalArticle","2015","Saltykova, A","Identifying prokaryotic consortia that live in close interaction with algae","","","","","https://libstore.ugent.be/fulltxt/RUG01/002/213/822/RUG01-002213822_2015_0001_AC.pdf","Algae experience numerous interactions with bacteria, which are important for algal metabolism, growth and defense. The associated bacterial communities are often complex and …","2015","2024-02-08 21:07:58","2024-02-09 00:47:54","","","","","","","","","","","","","","","","","","","","","","Publisher: libstore.ugent.be","","; ","https://libstore.ugent.be/fulltxt/RUG01/002/213/822/RUG01-002213822%E2%82%82015%E2%82%80001%3Csub%3EA%3C/sub%3EC.pdf; https://scholar.google.com/scholar?q=related:KNC8i2XHJxQJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as%E2%82%9Bdt=2007&as%3Csub%3Ey%3C/sub%3Ehi=2019","zot_refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WIXEE55G","journalArticle","2018","Karthick, Perumal; Mohanraju, Raju","Antimicrobial Potential of Epiphytic Bacteria Associated With Seaweeds of Little Andaman, India","Frontiers in Microbiology","","1664-302X","","https://www.frontiersin.org/articles/10.3389/fmicb.2018.00611","Seaweeds of the intertidal regions are a rich source of surface associated bacteria and are potential source of antimicrobial molecules. In the present study, 77 epiphytic isolates from eight different algae collected from Little Andaman were enumerated. On testing for their antimicrobial activities against certain pathogens twelve isolates showed positive and six of them showed significant antimicrobial inhibition zone against Shigella boydii type 1, Shigella flexneri type 2a, Shigella dysenteriae type 5, Enterotoxigenic Escherichia coli O115, Enteropathogenic E. coli serotype O114, Vibrio cholera; O1 Ogawa, Aeromonas hydrophila, Klebsiella pneumoniae, Staphylococcus aureus. Based on the activity these six isolates (G1C, G2C, G3C, UK, UVAD, and Tor1) were identified by 16S rRNA gene sequence and were found to belong to the phyla Firmicutes and Proteobacteria. Purified antimicrobial compounds obtained from these isolates were identified by GC-MS. Furan derivatives were identified from G2C Pseudomonas stutzeri KJ849834, UVAD Alcanivorax dieselolei KJ849833, UK Vibrio sp. KJ849837, Tor1 Exiguobacterium profundum KJ849838. While 2-Pyrrolidinone, Phenol, 2, 4-bis (1, 1-dimethylethyl) were from G3C Vibrio owensii KJ849836 and (1-Allylcyclopropyl) methanol from the extracts of G1C Bacillus sp. KJ849835. The results of the present study shows that these six potent isolates isolated from the seaweeds are found to be a source of antimicrobial compounds.","2018","2024-02-08 23:54:02","2024-02-09 00:24:26","2024-02-04 19:19:05","","","","9","","","","","","","","","","","","","","","Frontiers","","","","; ","https://www.frontiersin.org/articles/10.3389/fmicb.2018.00611/full; https://scholar.google.com/scholar?q=related:VDoxajDVo1YJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as%E2%82%9Bdt=2007&as%3Csub%3Ey%3C/sub%3Ehi=2019","other_source; zot_refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KNUSIPA2","journalArticle","2015","Singh, RP; Kumari, P; Reddy, CRK","Antimicrobial compounds from seaweeds-associated bacteria and fungi","Applied microbiology and …","","","10.1007/s00253-014-6334-y","https://link.springer.com/article/10.1007/s00253-014-6334-y","In recent decade, seaweeds-associated microbial communities have been significantly evaluated for functional and chemical analyses. Such analyses let to conclude that seaweeds-…","2015","2024-02-08 23:54:02","2024-02-09 00:24:33","","","","","","","","","","","","","","","","","","","","","","Publisher: Springer","","; ","https://link.springer.com/article/10.1007/s00253-014-6334-y; https://scholar.google.com/scholar?q=related:17jXYCMyKS0J:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as%E2%82%9Bdt=2007&as%3Csub%3Ey%3C/sub%3Ehi=2019","zot_refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MRI2G348","journalArticle","2022","Xu, Ningning; Wang, Wenlei; Xu, Kai; Xu, Yan; Ji, Dehua; Chen, Changsheng; Xie, Chaotian","Cultivation of different seaweed species and seasonal changes cause divergence of the microbial community in coastal seawaters","Frontiers in Microbiology","","1664-302X","","https://www.frontiersin.org/articles/10.3389/fmicb.2022.988743","Although the effects of certain species of seaweed on the microbial community structure have long been a research focus in marine ecology, the response of the microbial community to seasons and different seaweed species is poorly understood. In the present study, a total of 39 seawater samples were collected during 3 months from three zones: Neoporphyra haitanensis cultivation zones (P), Gracilaria lemaneiformis-Saccharina japonica mixed cultivation zones (G), and control zones (C). These samples were then analyzed using 18S and 16S rRNA gene sequencing to ascertain the fungal and bacterial communities, respectively, along with the determination of environmental factors. Our results showed that increased dissolved oxygen (DO), decreased inorganic nutrients, and released dissolved organic matter (DOM) in seaweed cultivation zone predominantly altered the variability of eukaryotic and prokaryotic microbial communities. Certain microbial groups such as Aurantivirga, Pseudomonas, and Woeseia were stimulated and enriched in response to seaweed cultivation, and the enriched microorganisms varied across seaweed cultivation zones due to differences in the composition of released DOM. In addition, seasonal changes in salinity and temperature were strongly correlated with microbial community composition and structure. Our study provides new insights into the interactions between seaweed and microbial communities.","2022","2024-02-04 19:18:27","2024-02-09 00:22:12","2024-02-04 19:18:26","","","","13","","","","","","","","","","","","","","","Frontiers","","","","","","other_source; zot_refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3CRAUB2B","journalArticle","2024","Khan, T; Song, W; Nappi, J; Marzinelli, EM; ...","Functional guilds and drivers of diversity in seaweed-associated bacteria","FEMS …","","","10.1093/femsmc/xtad023/7473706","https://academic.oup.com/femsmicrobes/article-abstract/doi/10.1093/femsmc/xtad023/7473706","Comparisons of functional and taxonomic profiles from bacterial communities in different habitats have suggested the existence of functional guilds composed of taxonomically or …","2024","2024-02-08 23:54:03","2024-02-09 00:14:34","","","","","","","","","","","","","","","","","","","","","","Publisher: academic.oup.com","","; ","https://academic.oup.com/femsmicrobes/article/doi/10.1093/femsmc/xtad023/7473706; https://scholar.google.com/scholar?q=related:-1knCje9hWsJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as%E2%82%9Bdt=2007&as%3Csub%3Ey%3C/sub%3Elo=2020","zot_refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E3F8A2I6","journalArticle","2022","Pandey, D; Hansen, HH; Dhakal, R; Aryal, N; ...","Interspecies and seasonal variations in macroalgae from the Nordic region: Chemical composition and impacts on rumen fermentation and microbiome …","Journal of Cleaner …","","","","https://www.sciencedirect.com/science/article/pii/S0959652622020571","Marine macroalgae may serve as sustainable feed resources for ruminant production due to their nutritional attributes, and enteric methane (CH 4 ) mitigating potential. We aimed to …","2022","2024-02-08 23:54:03","2024-02-09 00:14:07","","","","","","","","","","","","","","","","","","","","","","Publisher: Elsevier","","; ","https://www.sciencedirect.com/science/article/pii/S0959652622020571; https://scholar.google.com/scholar?q=related:vL%3Csub%3ER%3C/sub%3Ezje1wVcJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as%E2%82%9Bdt=2007&as%3Csub%3Ey%3C/sub%3Elo=2020","zot_refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X7STJTQS","journalArticle","2021","Erk, MR van; Vidal-Melgosa, S; ...","Microbial communities in intertidal permeable sediments are optimized for the degradation of kelp polysaccharides","Microbial activity in …","","","","https://scholar.archive.org/work/xkbwbzohk5h3rcq2wozbuyplou/access/wayback/https://media.suub.uni-bremen.de/bitstream/elib/6116/3/Dissertation_Marit%20van%20Erk.pdf#page=67","We investigated the potential adaptation of microbial communities in sandy intertidal sediments to kelp-derived carbohydrate substrates. Oxygen microsensor and radiotracer (35S) …","2021","2024-02-08 23:54:03","2024-02-09 00:12:38","","","","","","","","","","","","","","","","","","","","","","Publisher: scholar.archive.org","","; ","https://scholar.archive.org/work/xkbwbzohk5h3rcq2wozbuyplou/access/wayback/https://media.suub.uni-bremen.de/bitstream/elib/6116/3/Dissertation%3Csub%3EM%3C/sub%3Earit%20van%20Erk.pdf#page=67; https://scholar.google.com/scholar?q=related:4SSFfzQIY-4J:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as%E2%82%9Bdt=2007&as%3Csub%3Ey%3C/sub%3Elo=2020","zot_refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K9TJR7DC","journalArticle","2022","Weigel, BL; Miranda, KK; Fogarty, EC; Watson, AR; ...","Functional insights into the kelp microbiome from metagenome-assembled genomes","Msystems","","","10.1128/msystems.01422-21","https://journals.asm.org/doi/abs/10.1128/msystems.01422-21","Eukaryotic organisms evolved in a microbial world and often have intimate associations with diverse bacterial groups. Kelp, brown macroalgae in the order Laminariales, play a vital …","2022","2024-02-08 23:54:03","2024-02-09 00:14:32","","","","","","","","","","","","","","","","","","","","","","Publisher: Am Soc Microbiol","","; ","https://journals.asm.org/doi/pdf/10.1128/msystems.01422-21; https://scholar.google.com/scholar?q=related:ghyXzXqr7fcJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as%E2%82%9Bdt=2007&as%3Csub%3Ey%3C/sub%3Elo=2020","zot_refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4IUDHERS","journalArticle","2023","Xiong, Z; Wang, R; Xia, T; Zhang, S; Ma, S; Guo, Z","Natural products and biological activity from actinomycetes associated with marine algae","Molecules","","","","https://www.mdpi.com/1420-3049/28/13/5138","Marine natural products have been recognized as the most promising source of bioactive substances for drug discovery research. This review illustrates the diversity of culturable …","2023","2024-02-08 23:54:03","2024-02-09 00:11:34","","","","","","","","","","","","","","","","","","","","","","Publisher: mdpi.com","","; ","https://www.mdpi.com/1420-3049/28/13/5138; https://scholar.google.com/scholar?q=related:td1Tf8wQvbIJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as%E2%82%9Bdt=2007&as%3Csub%3Ey%3C/sub%3Elo=2020","zot_refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K7UFSMMC","journalArticle","2020","Jain, A; Krishnan, KP; Begum, N; Singh, A; ...","Response of bacterial communities from Kongsfjorden (Svalbard, Arctic Ocean) to macroalgal polysaccharide amendments","Marine environmental …","","","","https://www.sciencedirect.com/science/article/pii/S0141113619305951","Macroalgae are abundant in coastal Arctic habitats and contain a large amount of polysaccharides. Increased macroalgal productivity due to warmer temperatures and reduced sea-ice …","2020","2024-02-08 23:54:03","2024-02-09 00:03:48","","","","","","","","","","","","","","","","","","","","","","Publisher: Elsevier","","; ","https://www.researchgate.net/profile/Anand-Jain-3/publication/338573237%3Csub%3ER%3C/sub%3Eesponse%E2%82%92f%3Csub%3Eb%3C/sub%3Eacterial%3Csub%3Ec%3C/sub%3Eommunities%3Csub%3Ef%3C/sub%3Erom%3Csub%3EK%3C/sub%3Eongsfjorden%3Csub%3ES%3C/sub%3Evalbard%3Csub%3EA%3C/sub%3Erctic%3Csub%3EO%3C/sub%3Ecean%E2%82%9Co%E2%82%98acroalgal%E2%82%9Aolysaccharide%E2%82%90mendments/links/5e252dd5299bf1e1fac125fe/Response-of-bacterial-communities-from-Kongsfjorden-Svalbard-Arctic-Ocean-to-macroalgal-polysaccharide-amendments.pdf; https://scholar.google.com/scholar?q=related:%E2%82%81gU2I%3Csub%3EW%3C/sub%3E49cJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as%E2%82%9Bdt=2007&as%3Csub%3Ey%3C/sub%3Elo=2020","zot_refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
