Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
149,"MRG Maia, AJM Fonseca, HM Oliveira, C Mendonça…","The potential role of seaweeds in the natural manipulation of rumen fermentation and methane production",2016,"Scientific reports","nature.com","https://www.nature.com/articles/srep32321","https://scholar.google.com/scholar?cites=18193469347116384830&as_sdt=2005&sciodt=2007&hl=en",21,"2024-02-07 13:53:53","HTML","","","",,,,,149,18.63,30,5,8,"This study is the first to evaluate the effects of five seaweeds (Ulva sp., Laminaria ochroleuca, Saccharina latissima, Gigartina sp., and Gracilaria vermiculophylla) on gas and methane …","https://www.nature.com/articles/srep32321","https://scholar.google.com/scholar?q=related:PoLUYvovfPwJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
71,"KA Krumhansl, RE Scheibling","Detrital subsidy from subtidal kelp beds is altered by the invasive green alga Codium fragile ssp. fragile",2012,"Marine Ecology Progress Series","int-res.com","https://www.int-res.com/abstracts/meps/v456/p73-85/","https://scholar.google.com/scholar?cites=16660719660816839807&as_sdt=2005&sciodt=2007&hl=en",22,"2024-02-07 13:53:53","","","","",,,,,71,5.92,36,2,12,"… To measure changes in biochemical properties of algal tissues and colonization by macrofauna during degradation, we placed thalli of Codium fragile or Saccharina latissima into nylon-…","https://www.int-res.com/articles/meps2012/456/m456p073.pdf","https://scholar.google.com/scholar?q=related:f7RaXULENucJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
33,"FJL Gordillo, J Aguilera, C Wiencke…","Ocean acidification modulates the response of two Arctic kelps to ultraviolet radiation",2015,"Journal of Plant Physiology","Elsevier","https://www.sciencedirect.com/science/article/pii/S017616171400265X","https://scholar.google.com/scholar?cites=15079880355439606787&as_sdt=2005&sciodt=2007&hl=en",23,"2024-02-07 13:53:53","","","","",,,,,33,3.67,8,4,9,"The combined effects of ocean acidification and ultraviolet radiation (UVR) have been studied in the kelps Alaria esculenta and Saccharina latissima from Kongsfjorden (Svalbard), two …","","https://scholar.google.com/scholar?q=related:A3xeYUl_RtEJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
121,"E Allen, DM Wall, C Herrmann, A Xia, JD Murphy","What is the gross energy yield of third generation gaseous biofuel sourced from seaweed?",2015,"Energy","Elsevier","https://www.sciencedirect.com/science/article/pii/S0360544214014200","https://scholar.google.com/scholar?cites=6411967620627624636&as_sdt=2005&sciodt=2007&hl=en",24,"2024-02-07 13:53:53","","","","",,,,,121,13.44,24,5,9,"… Saccharina latissima reported the highest BMP yield (ca. 342 L CH 4 kg VS −1 ). S. … Brown seaweeds are very prevalent on the Irish Coast and include for Saccharina latissima, …","https://www.academia.edu/download/36406239/Energy_online_edition.pdf","https://scholar.google.com/scholar?q=related:vPLQMpTi-1gJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
225,"T Lachnit, M Blümel, JF Imhoff, M Wahl","Specific epibacterial communities on macroalgae: phylogeny matters more than habitat",2009,"Aquatic Biology","int-res.com","https://www.int-res.com/abstracts/ab/v5/n2/p181-186","https://scholar.google.com/scholar?cites=8871299651699415326&as_sdt=2005&sciodt=2007&hl=en",25,"2024-02-07 13:53:53","","","","",,,,,225,15.00,56,4,15,"Epibacterial communities on thalli of the algal species Fucus serratus, Fucus vesiculosus, Laminaria saccharina, Ulva compressa, Delesseria sanguinea and Phycodrys rubens were …","https://www.int-res.com/articles/ab2009/5/b005p181.pdf","https://scholar.google.com/scholar?q=related:HhmX8wcwHXsJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
1,"GL Rorrer, WH Gerwick, DP Cheney","Production of bioactive compounds by cell and tissue cultures of marine seaweeds in bioreactor system",1998,"New Developments in Marine …","Springer","https://link.springer.com/chapter/10.1007/978-1-4757-5983-9_13","https://scholar.google.com/scholar?cites=408919718384955143&as_sdt=2005&sciodt=2007&hl=en",26,"2024-02-07 13:53:53","","10.1007/978-1-4757-5983-9_13","","",,,,,1,0.04,0,3,26,"Macrophytic marine algae, commonly known as seaweeds, are a source of unique natural products with medicinal properties. Of particular interest are bioactive compounds produced …","","https://scholar.google.com/scholar?q=related:B-_8O1HGrAUJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
155,"KG Rosell, LM Srivastava","Fatty acids as antimicrobial substances in brown algae",1987,"… International Seaweed Symposium held in Sao …","Springer","https://link.springer.com/chapter/10.1007/978-94-009-4057-4_69","https://scholar.google.com/scholar?cites=2697417854186610410&as_sdt=2005&sciodt=2007&hl=en",27,"2024-02-07 13:53:53","","10.1007/978-94-009-4057-4_69","","",,,,,155,4.19,78,2,37,"… showed uniform activity throughout the thallus, whereas Laminaria saccharina showed maximum activity in older thallus parts (Homsey &Hide, 1976b). Sieburth (1968) concluded that …","","https://scholar.google.com/scholar?q=related:6t6WMT8nbyUJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
14,"MM Poojary, V Orlien, K Olsen","Conventional and enzyme-assisted green extraction of umami free amino acids from Nordic seaweeds",2019,"Journal of Applied Phycology","Springer","https://link.springer.com/article/10.1007/s10811-019-01857-y","https://scholar.google.com/scholar?cites=2579991054629746613&as_sdt=2005&sciodt=2007&hl=en",28,"2024-02-07 13:53:53","HTML","10.1007/s10811-019-01857-y","","",,,,,14,2.80,5,3,5,"Seaweeds are traditionally used as food or flavor enhancer worldwide. The present work describes efficient extraction procedures for recovery of umami and total free amino acids (FAAs…","https://link.springer.com/article/10.1007/s10811-019-01857-y","https://scholar.google.com/scholar?q=related:tTfk3jH4zSMJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
43,"F Ometto, KB Steinhovden, H Kuci, J Lunnbäck…","Seasonal variation of elements composition and biomethane in brown macroalgae",2018,"Biomass and …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0961953417303811","https://scholar.google.com/scholar?cites=8837888672446402440&as_sdt=2005&sciodt=2007&hl=en",29,"2024-02-07 13:53:53","","","","",,,,,43,7.17,9,5,6,"… For the study were Fucus vesiculosus and Ascophyllum nodosum from the order Fucales, and Saccharina latissima and Alaria esculenta from the order Laminariales, harvested in …","","https://scholar.google.com/scholar?q=related:iM-dJex8pnoJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
18,"GL Rorrer, R Mullikin, B Huang, WH Gerwick…","Production of bioactive metabolites by cell and tissue cultures of marine macroalgae in bioreactor systems",1999,"Plant cell and tissue …","Springer","https://link.springer.com/chapter/10.1007/978-1-4615-4753-2_15","https://scholar.google.com/scholar?cites=15097570983994588692&as_sdt=2005&sciodt=2007&hl=en",30,"2024-02-07 13:53:53","","10.1007/978-1-4615-4753-2_15","","",,,,,18,0.72,4,5,25,"… photolithotrophic suspension culture systems representing all three major classes of marine macroalgae, including a gametophyte cell culture from the brown alga Laminaria saccharina…","","https://scholar.google.com/scholar?q=related:FP490NFYhdEJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
138,"PD Kerrison, MS Stanley, MD Edwards, KD Black…","The cultivation of European kelp for bioenergy: site and species selection",2015,"Biomass and …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0961953415001725","https://scholar.google.com/scholar?cites=12168927761408166453&as_sdt=2005&sciodt=2007&hl=en",31,"2024-02-07 13:53:53","","","","",,,,,138,15.33,28,5,9,"… This review focuses on three European brown phaeophyte kelp species which may be suitable for large-scale offshore cultivation: Laminaria digitata, Saccharina latissima and …","https://www.researchgate.net/profile/Maeve-Edwards/publication/278050861_The_cultivation_of_European_kelp_for_bioenergy_Site_and_species_selection/links/5e33702692851c7f7f0ea7f7/The-cultivation-of-European-kelp-for-bioenergy-Site-and-species-selection.pdf","https://scholar.google.com/scholar?q=related:NYofRFO34KgJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
55,"M Wietz, K Duncan, NV Patin, PR Jensen","Antagonistic interactions mediated by marine bacteria: the role of small molecules",2013,"Journal of chemical ecology","Springer","https://link.springer.com/article/10.1007/s10886-013-0316-x","https://scholar.google.com/scholar?cites=7686102457628776390&as_sdt=2005&sciodt=2007&hl=en",32,"2024-02-07 13:53:53","HTML","10.1007/s10886-013-0316-x","","",,,,,55,5.00,14,4,11,"… For instance, Pseudomonas strains regularly isolated from the brown alga Saccharina latissima (synonym Laminaria saccharina) produced 2,4-diacetylphloroglucinol and pyoluteorin (…","https://link.springer.com/article/10.1007/s10886-013-0316-x","https://scholar.google.com/scholar?q=related:xlc4ZnaFqmoJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
20,"JJ Ratcliff, A Soler-Vila, D Hanniffy, MP Johnson…","Optimisation of kelp (Laminaria digitata) gametophyte growth and gametogenesis: effects of photoperiod and culture media",2017,"Journal of Applied …","Springer","https://link.springer.com/article/10.1007/s10811-017-1070-1","https://scholar.google.com/scholar?cites=3974349775863302945&as_sdt=2005&sciodt=2007&hl=en",33,"2024-02-07 13:53:53","HTML","10.1007/s10811-017-1070-1","","",,,,,20,2.86,4,5,7,"The kelp Laminaria digitata (Hudson) JV Lamouroux (Laminariales, Phaeophyceae) is currently cultivated on a small-scale in several north Atlantic countries, with much potential for …","https://link.springer.com/article/10.1007/s10811-017-1070-1","https://scholar.google.com/scholar?q=related:IUt8axC6JzcJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
77,"MM Bengtsson, K Sjøtun, JE Storesund…","Utilization of kelp-derived carbon sources by kelp surface-associated bacteria",2011,"Aquatic Microbial …","int-res.com","https://www.int-res.com/abstracts/ame/v62/n2/p191-199/","https://scholar.google.com/scholar?cites=11558110184317150045&as_sdt=2005&sciodt=2007&hl=en",34,"2024-02-07 13:53:53","","","","",,,,,77,5.92,19,4,13,"The surfaces of kelp are covered with bacteria that may utilize kelp-produced carbon and thereby contribute significantly to the carbon flux in kelp forest ecosystems. There is scant …","https://www.int-res.com/articles/ame_oa/a062p191.pdf","https://scholar.google.com/scholar?q=related:XWMMo_mnZqAJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
2,"JG Modrell","Bioreactor development and cell culture of the marine macroalgae Porphyra (sp.) and Laminaria saccharina",1993,"","ir.library.oregonstate.edu","https://ir.library.oregonstate.edu/downloads/p2676z121","https://scholar.google.com/scholar?cites=10741392504021529885&as_sdt=2005&sciodt=2007&hl=en",35,"2024-02-07 13:53:53","PDF","","","",,,,,2,0.06,2,1,31,"… of Porphyra and gametophyte culture of Laminaria saccharina. A bubble column bioreactor … systems in terms of growth rates of Laminaria saccharina gametophytes. Also, three levels …","https://ir.library.oregonstate.edu/downloads/p2676z121","https://scholar.google.com/scholar?q=related:HTU_c5IXEZUJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
32,"A Del Olmo, A Picon, M Nuñez","The microbiota of eight species of dehydrated edible seaweeds from North West Spain",2018,"Food microbiology","Elsevier","https://www.sciencedirect.com/science/article/pii/S0740002017304252","https://scholar.google.com/scholar?cites=6947285669824305204&as_sdt=2005&sciodt=2007&hl=en",36,"2024-02-07 13:53:53","","","","",,,,,32,5.33,11,3,6,"… , Palmaria palmata, Porphyra umbilicalis, Saccharina latissima, Ulva lactuca and Undaria … elongata, Laminaria saccharina and L. digitata were identified as belonging to Enterobacter …","","https://scholar.google.com/scholar?q=related:NBgKJ4K3aWAJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
3,"VV Khalaman, YI Mukhina…","The effects of the excretory-secretory products of fouling organisms on settlement of larvae of the sponge Halichondria panicea (Pallas, 1766) (Porifera …",2011,"Russian Journal of Marine …","Springer","https://link.springer.com/article/10.1134/S1063074011060083","https://scholar.google.com/scholar?cites=8852033278263504652&as_sdt=2005&sciodt=2007&hl=en",37,"2024-02-07 13:53:53","","10.1134/S1063074011060083","","",,,,,3,0.23,1,3,13,"… The ESPs of the brown alga Laminaria saccharina significantly stimulated larval settlement and metamorphosis, while the metabolites excreted by conspecific adult colonies were …","https://link.springer.com/content/pdf/10.1134/S1063074011060083.pdf","https://scholar.google.com/scholar?q=related:DC_V0l292HoJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
45,"A Tourneroche, R Lami, C Hubas, E Blanchet…","Bacterial–fungal interactions in the kelp endomicrobiota drive autoinducer-2 quorum sensing",2019,"Frontiers in …","frontiersin.org","https://www.frontiersin.org/articles/10.3389/fmicb.2019.01693/full","https://scholar.google.com/scholar?cites=11490507178104761711&as_sdt=2005&sciodt=2007&hl=en",38,"2024-02-07 13:53:53","HTML","10.3389/fmicb.2019.01693","","",,,,,45,9.00,9,5,5,"… characterized the molecular diversity of cultivable fungi in different parts of the brown algae Ascophyllum nodosum, Pelvetia canaliculata, Laminaria digitata, and Saccharina latissima. …","https://www.frontiersin.org/articles/10.3389/fmicb.2019.01693/full","https://scholar.google.com/scholar?q=related:b60CMGZ7dp8J:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
40,"H Benet, E Ar Gall, A Asensi, B Kloareg","Protoplast regeneration from gametophytes and sporophytes of some species in the order Laminariales (Phaeophyceae)",1997,"Protoplasma","Springer","https://link.springer.com/article/10.1007/BF02539804","https://scholar.google.com/scholar?cites=10805047026514725727&as_sdt=2005&sciodt=2007&hl=en",39,"2024-02-07 13:53:53","","10.1007/BF02539804","","",,,,,40,1.48,10,4,27,"… After dedifferentiation through a filamentous stage, protoplasts isolated from adult Laminaria saccharina sporophytes regenerated polystichous bladelets. In contrast, cells isolated from …","https://link.springer.com/content/pdf/10.1007/BF02539804.pdf","https://scholar.google.com/scholar?q=related:XwvN5AU985UJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
91,"H Hop, C Wiencke, B Vögele, NA Kovaltchouk","Species composition, zonation, and biomass of marine benthic macroalgae in Kongsfjorden, Svalbard",2012,"Botanica Marina","degruyter.com","https://www.degruyter.com/document/doi/10.1515/bot-2012-0097/html","https://scholar.google.com/scholar?cites=4455479893954826966&as_sdt=2005&sciodt=2007&hl=en",40,"2024-02-07 13:53:53","","10.1515/bot-2012-0097","","",,,,,91,7.58,23,4,12,"… digitata, Saccorhiza dermatodea, Alaria esculenta, and Saccharina latissima. The biogeographic composition of macroalgae at Hansneset was rather similar to that of northeastern …","","https://scholar.google.com/scholar?q=related:1pISf1sL1T0J:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
249,"JMM Adams, TA Toop, IS Donnison…","Seasonal variation in Laminaria digitata and its impact on biochemical conversion routes to biofuels",2011,"Bioresource technology","Elsevier","https://www.sciencedirect.com/science/article/pii/S0960852411011205","https://scholar.google.com/scholar?cites=16945735870989361328&as_sdt=2005&sciodt=2007&hl=en",41,"2024-02-07 13:53:53","","","","",,,,,249,19.15,62,4,13,"Laminaria digitata is a highly prevalent kelp growing off the coast of the UK but has rarely been considered as a source of biomass to date. This study shows it can be used as a …","https://www.researchgate.net/profile/Jessica-Adams-17/publication/51620993_Seasonal_Variation_in_Laminaria_digitata_and_its_Impact_on_Biochemical_Conversion_Routes_to_Biofuels/links/60c85ed592851c8e6395f65f/Seasonal-Variation-in-Laminaria-digitata-and-its-Impact-on-Biochemical-Conversion-Routes-to-Biofuels.pdf","https://scholar.google.com/scholar?q=related:sGDqB_5YK-sJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
29,"KS Vuoristo, L Fredriksen, M Oftebro…","Production, characterization, and application of an alginate lyase, AMOR_PL7A, from hot vents in the Arctic Mid-Ocean Ridge",2019,"Journal of agricultural …","ACS Publications","https://pubs.acs.org/doi/abs/10.1021/acs.jafc.8b07190","https://scholar.google.com/scholar?cites=456920646322109974&as_sdt=2005&sciodt=2007&hl=en",42,"2024-02-07 13:53:53","","10.1021/acs.jafc.8b07190","","",,,,,29,5.80,7,4,5,"… Saccharina latissima, better known by its common name sugar kelp, is a widely abundant brown seaweed (macroalgae) in Norwegian coastal areas. S. latissima contains up to 40% …","https://pubs.acs.org/doi/full/10.1021/acs.jafc.8b07190","https://scholar.google.com/scholar?q=related:Fj6SLuhOVwYJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
21,"T Wiesemeier, K Jahn, G Pohnert","No evidence for the induction of brown algal chemical defense by the phytohormones jasmonic acid and methyl jasmonate",2008,"Journal of chemical ecology","Springer","https://link.springer.com/article/10.1007/s10886-008-9568-2","https://scholar.google.com/scholar?cites=16040052716436652446&as_sdt=2005&sciodt=2007&hl=en",43,"2024-02-07 13:53:53","HTML","10.1007/s10886-008-9568-2","","",,,,,21,1.31,7,3,16,"Induced chemical defense reactions are widespread in marine brown algae. Despite the evidence that the biosynthesis of defense metabolites can be up-regulated upon herbivory, we …","https://link.springer.com/article/10.1007/s10886-008-9568-2","https://scholar.google.com/scholar?q=related:ngG_Nfa2md4J:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
